TIPO DE SÍMBOLO,CARACTERÍSTICA DE SÍMBOLO,MATERIAL,ESPACIO ASOCIADO,CATEGORÍA ESPACIO,DEDICACIÓN,PERSONAJE,DIRECCIÓN,MUNICIPIO,PROVINCIA,COMUNIDAD,AÑO DE INAUGURACIÓN,ESTADO,FECHA RETIRADA,Nº HABITANTES,LATITUD,LONGITUD,FUENTE,ALTURA
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Calle Generalísimo,Mazuecos,Guadalajara,Castilla-La Mancha,,Activo,,98,40.262249,-3.012508,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Onésimo Redondo,Onésimo Redondo,Plaza Onesimo Redondo,Melilla,Melilla,Ciudad Autónoma de Melilla,,Activo,,84689,35.28194149999999,-2.9482689,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Rua Calvo Sotelo,Melón,Ourense,Galicia,,Activo,,1184,42.25910349999999,-8.2134767,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Miguel Esteban,Toledo,Castilla-La Mancha,,Activo,,4856,39.5219746,-3.0767381,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Sanjurjo,General Sanjurjo,Calle General Sanjurjo,Miguel Esteban,Toledo,Castilla-La Mancha,,Activo,,4856,39.5264741,-3.0781841,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Miguel Esteban,Toledo,Castilla-La Mancha,,Activo,,4856,39.525237,-3.0740499,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Capitán Cortes,Capitán Cortés,Calle Capitán Cortes,Miguel Esteban,Toledo,Castilla-La Mancha,,Activo,,4856,39.524466,-3.0777116,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Plaza Generalísimo,Miguel Esteban,Toledo,Castilla-La Mancha,,Activo,,4856,39.5271259,-3.0765327,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Trva General Mola,Mirueña De Los Infanzones,Ávila,Castilla y León,,Activo,,92,40.735642,-5.0897081,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,Calle Jose Antonio Primo De Rivera,Mirueña De Los Infanzones,Ávila,Castilla y León,,Activo,,92,40.7361548,-5.0904552,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Yagüe,General Yagüe,Calle General Yague,Mirueña De Los Infanzones,Ávila,Castilla y León,,Activo,,92,40.7360418,-5.0909217,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Mocejón,Toledo,Castilla-La Mancha,,Activo,,4875,39.9386277,-3.9131671,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Mohedas De Granadilla,Cáceres,Extremadura,,Retirado,04/06/2018,836,40.2686379,-6.201843999999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Capitán Cortes,Capitán Cortés,Calle Capitán Cortes,Molina De Segura,Murcia,Murcia,,Activo,,71890,38.0514058,-1.2133853,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Manuel Fraga Iribarne,Manuel Fraga Iribarne,Trva Manuel Fraga,Molinaseca,León,Castilla y León,,Activo,,884,42.5386107,-6.5206377,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,Calle Jose Antonio,Monreal del Llano,Cuenca,Castilla-La Mancha,,Activo,,56,39.5678938,-2.7605189,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Moradillo De Roa,Burgos,Castilla y León,,Activo,,193,41.5520083,-3.7918638,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Murcia,Murcia,Murcia,,Activo,,453258,37.9354842,-1.1603602,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Onésimo Redondo,Onésimo Redondo,Calle Onesimo Redondo,Murcia,Murcia,Murcia,,Activo,,453258,37.9191986,-1.1777225,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Onésimo Redondo,Onésimo Redondo,Trva Onesimo Redondo,Murcia,Murcia,Murcia,,Activo,,453258,37.7275586,-1.0842429,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Sanjurjo,General Sanjurjo,Calle General Sanjurjo,Murcia,Murcia,Murcia,,Activo,,453258,37.9397247,-1.1323124,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Sanjurjo,General Sanjurjo,Plaza General Sanjurjo,Murcia,Murcia,Murcia,,Activo,,453258,37.7287131,-1.0838145,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Yagüe,General Yagüe,Calle General Yague,Murcia,Murcia,Murcia,,Activo,,453258,37.9830419,-1.119848,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Murcia,Murcia,Murcia,,Activo,,453258,37.7282224,-1.0842286,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Capitán Cortes,Capitán Cortés,Calle Capitán Cortes,Murcia,Murcia,Murcia,,Activo,,453258,38.0531182,-1.2505162,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Calle Francisco Franco,Murcia,Murcia,Murcia,,Activo,,453258,37.7281759,-1.0809243,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Héroes del Alcázar,Héroes del Alcázar,Calle Héroes Del Alcazar,Navahermosa,Toledo,Castilla-La Mancha,,Activo,,3609,39.6376356,-4.4711358,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,Calle Primo De Rivera,Navahermosa,Toledo,Castilla-La Mancha,,Activo,,3609,39.6334909,-4.4716437,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Sanjurjo,General Sanjurjo,Calle General Sanjurjo,Navahermosa,Toledo,Castilla-La Mancha,,Activo,,3609,39.6387137,-4.470973499999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Yagüe,General Yagüe,Calle General Yague,Navahermosa,Toledo,Castilla-La Mancha,,Activo,,3609,39.635909,-4.478324499999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Avda Calvo Sotelo,Navahermosa,Toledo,Castilla-La Mancha,,Activo,,3609,39.6330673,-4.472396,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Capitán Cortes,Capitán Cortés,Calle Capitán Cortes,Navahermosa,Toledo,Castilla-La Mancha,,Activo,,3609,39.6364037,-4.4703918,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Cllon Calvo Sotelo,Navalilla,Segovia,Castilla y León,,Activo,,103,41.3403693,-3.9334364,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Navalmoral,Ávila,Castilla y León,,Activo,,336,40.4591265,-4.7678642,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Plaza Calvo Sotelo,Navalperal De Pinares,Ávila,Castilla y León,,Activo,,17129,40.5947113,-4.4108974,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,"Navalucillos, Los",Toledo,Castilla-La Mancha,,Activo,,2106,39.6677377,-4.6424255,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Plaza Calvo Sotelo,Ojacastro,"Rioja, La","Rioja, La",,Activo,,182,42.3457377,-3.0042497,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Trva Calvo Sotelo,Ojacastro,"Rioja, La","Rioja, La",,Activo,,182,42.345273,-3.0043086,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Trva General Mola,Olmedillo De Roa,Burgos,Castilla y León,,Activo,,189,41.7836398,-3.935113499999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Olmedo,Valladolid,Castilla y León,,Activo,,3643,41.2897182,-4.687091199999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Osornillo,Palencia,Castilla y León,,Activo,,56,42.3687219,-4.2909989,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Osornillo,Palencia,Castilla y León,,Activo,,56,42.3707803,-4.290933799999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Avda Calvo Sotelo,Osorno La Mayor,Palencia,Castilla y León,,Activo,,1205,42.4159271,-4.3603437,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Pajares De La Laguna,Salamanca,Castilla y León,,Activo,,113,41.08606959999999,-5.5081414,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Manuel Fraga Iribarne,Manuel Fraga Iribarne,Praza Fraga Iribarne,Paradela,Lugo,Galicia,,Retirado,27/09/2005,379925,42.7654511,-7.566851300000001,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Plaza Generalísimo,Paredes,Cuenca,Castilla-La Mancha,,Activo,,1779,40.0652929,-2.8539552,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Plaza Calvo Sotelo,Paredes De Nava,Palencia,Castilla y León,,Activo,,1885,42.1523736,-4.6927957,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Avda Calvo Sotelo,Pareja,Guadalajara,Castilla-La Mancha,,Activo,,393,40.5564886,-2.6490191,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Calle Franco,Peñaflor De Hornija,Valladolid,Castilla y León,,Activo,,298,41.7122855,-4.9843701,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Plaza General Mola,Peñalver,Guadalajara,Castilla-La Mancha,,Activo,,144,40.7689184,-3.0366919,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Carrero Blanco,Carrero Blanco,Calle Carrero Blanco,"Peral, El",Cuenca,Castilla-La Mancha,,Activo,,632,39.4981947,-1.8964922,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Onésimo Redondo,Onésimo Redondo,Calle Onesimo Redondo,Pesquera de Duero,Valladolid,Castilla y León,,Activo,,457,41.6443884,-4.1567753,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Onésimo Redondo,Onésimo Redondo,Calle Onesimo Redondo,Piña de Esgueva,Valladolid,Castilla y León,,Activo,,324,41.728811,-4.4282886,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Piña de Esgueva,Valladolid,Castilla y León,,Activo,,324,41.7294968,-4.4268044,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Millán Astray,Millán Astray,Calle Millán Astray,"Piñero, El",Zamora,Castilla y León,,Activo,,237,41.3528343,-5.587336199999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Manuel Fraga Iribarne,Manuel Fraga Iribarne,Calle Manuel Fraga,Ponferrada,León,Castilla y León,,Activo,,64675,42.5557345,-6.6101901,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Comandante Zorita,Comandante Zorita,Calle Comandante Zorita,Ponferrada,León,Castilla y León,,Activo,,64675,42.5468361,-6.6119471,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Manuel Fraga Iribarne,Manuel Fraga Iribarne,Calle Fraga Iribarne,Portomarín,Lugo,Galicia,,Activo,,1471,42.8085235,-7.614842199999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Posada De Valdeón,León,Castilla y León,,Activo,,415,43.100809,-4.8690508,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Pozuelo De Aragón,Zaragoza,Aragón,,Activo,,282,41.7643732,-1.4234725,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Yagüe,General Yagüe,Plaza General Yague,Pozuelo de Calatrava,Ciudad Real,Castilla-La Mancha,,Activo,05/06/2008,3553,38.90854059999999,-3.8349106,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Prado Del Rey,Cádiz,Andalucía,,Activo,,5605,36.7874215,-5.555746699999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Rodolfo Martín Villa,Rodolfo Martín Villa,Calle Rodolfo Martín Villa,Puente De Domingo Flórez,León,Castilla y León,,Activo,,1500,42.4112731,-6.8206425,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,Calle Jose Antonio,Quismondo,Toledo,Castilla-La Mancha,,Activo,,1527,40.1052237,-4.322785,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Héroes del Alcázar,Héroes del Alcázar,Calle Héroes Del Alcazar,Recas,Toledo,Castilla-La Mancha,,Activo,,4262,40.05003010000001,-3.9894331,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Recas,Toledo,Castilla-La Mancha,,Activo,,4262,40.0494571,-3.989999799999999,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Yagüe,General Yagüe,Calle General Yague,Recas,Toledo,Castilla-La Mancha,,Activo,,4262,40.0534968,-3.9909539,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Yagüe,General Yagüe,Trva General Yague,Recas,Toledo,Castilla-La Mancha,,Activo,,4262,40.0534968,-3.9909539,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Recas,Toledo,Castilla-La Mancha,,Activo,,4262,40.0540268,-3.9911734,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Francisco Franco,Francisco Franco,Calle Generalísimo,Reíllo,Cuenca,Castilla-La Mancha,,Activo,,118,39.904812,-1.8701136,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,Renedo de Esgueva,Valladolid,Castilla y León,,Activo,,3778,41.6545437,-4.6283327,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,Calle Primo De Rivera,Retortillo De Soria,Soria,Castilla y León,,Activo,,149,41.3104861,-2.9821469,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Eduardo González Gallarza,Eduardo González Gallarza,Plaza Gonzalez Gallarza,Rincón De Soto,"Rioja, La","Rioja, La",,Activo,,3783,42.2352434,-1.8513806,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,"Roda, La",Albacete,Castilla-La Mancha,,Activo,,15476,39.2018242,-2.1641865,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,Calvo Sotelo,Calvo Sotelo,Calle Calvo Sotelo,"Roda, La",Albacete,Castilla-La Mancha,,Activo,,15476,39.2083665,-2.1598096,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Mola,General Mola,Calle General Mola,Sacramenia,Segovia,Castilla y León,,Activo,,365,41.4942439,-3.963282,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
Nomenclatura Calle,Nomenclatura Calle,Sin Material,Espacio Urbano,Público,General Sanjurjo,General Sanjurjo,Calle General Sanjurjo,Salvador De Zapardiel,Valladolid,Castilla y León,,Activo,,120,41.11760400000001,-4.8738445,http://www.todoslosnombres.org/content/noticias/nuevo-callejero-franquista-todo-el-estado-confirma-la-retirada-cerca-2000-mil,ND
